,ELECTION_DATE,SMD,CANDIDATE,VOTES,WARD
2949,2018-11-06,6E05,WRITE-IN,64,6
2950,2018-11-06,6E06,Alvin Judd SR,184,6
2951,2018-11-06,6E06,OVER VOTES,0,6
2952,2018-11-06,6E06,UNDER VOTES,41,6
2953,2018-11-06,6E06,WRITE-IN,12,6
2954,2018-11-06,6E07,Kevin M. Rogers,624,6
2955,2018-11-06,6E07,OVER VOTES,1,6
2956,2018-11-06,6E07,UNDER VOTES,128,6
2957,2018-11-06,6E07,WRITE-IN,67,6
2958,2018-11-06,7B01,OVER VOTES,0,7
2959,2018-11-06,7B01,Patricia Howard-Chittams,554,7
2960,2018-11-06,7B01,UNDER VOTES,128,7
2961,2018-11-06,7B01,WRITE-IN,35,7
2962,2018-11-06,7B02,OVER VOTES,0,7
2963,2018-11-06,7B02,Tiffany L. Brown,638,7
2964,2018-11-06,7B02,UNDER VOTES,83,7
2965,2018-11-06,7B02,WRITE-IN,25,7
2966,2018-11-06,7B03,NO CANDIDATE FILED,0,7
2967,2018-11-06,7B03,OVER VOTES,0,7
2968,2018-11-06,7B03,UNDER VOTES,565,7
2969,2018-11-06,7B03,WRITE-IN,82,7
2970,2018-11-06,7B04,Nicole Smith-McDermott,524,7
2971,2018-11-06,7B04,OVER VOTES,1,7
2972,2018-11-06,7B04,Phillip J. Hammond,421,7
2973,2018-11-06,7B04,UNDER VOTES,103,7
2974,2018-11-06,7B04,WRITE-IN,34,7
2975,2018-11-06,7B05,OVER VOTES,0,7
2976,2018-11-06,7B05,Robin Hammond Marlin,340,7
2977,2018-11-06,7B05,UNDER VOTES,38,7
2978,2018-11-06,7B05,"Villareal ""VJ"" Johnson",359,7
2979,2018-11-06,7B05,WRITE-IN,9,7
2980,2018-11-06,7B06,April Pradier,326,7
2981,2018-11-06,7B06,Donovan Anderson,319,7
2982,2018-11-06,7B06,OVER VOTES,1,7
2983,2018-11-06,7B06,UNDER VOTES,86,7
2984,2018-11-06,7B06,WRITE-IN,220,7
2985,2018-11-06,7B07,D.L. Humphrey,524,7
2986,2018-11-06,7B07,Jewel Stroman,367,7
2987,2018-11-06,7B07,OVER VOTES,1,7
2988,2018-11-06,7B07,UNDER VOTES,113,7
2989,2018-11-06,7B07,WRITE-IN,36,7
2990,2018-11-06,7C01,Aaron Watkins,179,7
2991,2018-11-06,7C01,OVER VOTES,0,7
2992,2018-11-06,7C01,Patricia Malloy,297,7
2993,2018-11-06,7C01,UNDER VOTES,71,7
2994,2018-11-06,7C01,WRITE-IN,18,7
2995,2018-11-06,7C02,Dejuan George,201,7
2996,2018-11-06,7C02,Lawrence Bryant Davin,330,7
2997,2018-11-06,7C02,OVER VOTES,0,7
2998,2018-11-06,7C02,UNDER VOTES,93,7
2999,2018-11-06,7C02,WRITE-IN,21,7
3000,2018-11-06,7C03,Catherine A. Woods,480,7
3001,2018-11-06,7C03,OVER VOTES,0,7
3002,2018-11-06,7C03,UNDER VOTES,83,7
3003,2018-11-06,7C03,WRITE-IN,28,7
3004,2018-11-06,7C04,Anthony Lorenzo Green,635,7
3005,2018-11-06,7C04,OVER VOTES,0,7
3006,2018-11-06,7C04,UNDER VOTES,97,7
3007,2018-11-06,7C04,WRITE-IN,34,7
3008,2018-11-06,7C05,Mary L. Gaffney,542,7
3009,2018-11-06,7C05,OVER VOTES,1,7
3010,2018-11-06,7C05,UNDER VOTES,103,7
3011,2018-11-06,7C05,WRITE-IN,38,7
3012,2018-11-06,7C06,NO CANDIDATE FILED,0,7
3013,2018-11-06,7C06,OVER VOTES,0,7
3014,2018-11-06,7C06,UNDER VOTES,487,7
3015,2018-11-06,7C06,WRITE-IN,93,7
3016,2018-11-06,7C07,Alexis Payne,161,7
3017,2018-11-06,7C07,Antawan Holmes,373,7
3018,2018-11-06,7C07,OVER VOTES,0,7
3019,2018-11-06,7C07,UNDER VOTES,45,7
3020,2018-11-06,7C07,WRITE-IN,7,7
3021,2018-11-06,7D01,Meredith Holmgren,174,7
3022,2018-11-06,7D01,OVER VOTES,1,7
3023,2018-11-06,7D01,Tamara Blair,483,7
3024,2018-11-06,7D01,UNDER VOTES,32,7
3025,2018-11-06,7D01,Veronica E. Raglin,193,7
3026,2018-11-06,7D01,WRITE-IN,5,7
3027,2018-11-06,7D02,OVER VOTES,0,7
3028,2018-11-06,7D02,Siraaj Hasan,533,7
3029,2018-11-06,7D02,UNDER VOTES,160,7
3030,2018-11-06,7D02,WRITE-IN,29,7
3031,2018-11-06,7D03,Dorothy Douglas,219,7
3032,2018-11-06,7D03,Matinah Muhammad,80,7
3033,2018-11-06,7D03,OVER VOTES,0,7
3034,2018-11-06,7D03,Peter Espenschied,20,7
3035,2018-11-06,7D03,UNDER VOTES,32,7
3036,2018-11-06,7D03,WRITE-IN,6,7
3037,2018-11-06,7D04,Cinque E. Culver,499,7
3038,2018-11-06,7D04,Mysiki Valentine,382,7
3039,2018-11-06,7D04,OVER VOTES,2,7
3040,2018-11-06,7D04,UNDER VOTES,27,7
3041,2018-11-06,7D04,WRITE-IN,5,7
3042,2018-11-06,7D05,NO CANDIDATE FILED,0,7
3043,2018-11-06,7D05,OVER VOTES,0,7
3044,2018-11-06,7D05,UNDER VOTES,645,7
3045,2018-11-06,7D05,WRITE-IN,120,7
3046,2018-11-06,7D06,NO CANDIDATE FILED,0,7
3047,2018-11-06,7D06,OVER VOTES,0,7
3048,2018-11-06,7D06,UNDER VOTES,512,7
3049,2018-11-06,7D06,WRITE-IN,105,7
3050,2018-11-06,7D07,Artilie Wright,572,7
3051,2018-11-06,7D07,OVER VOTES,0,7
3052,2018-11-06,7D07,UNDER VOTES,167,7
3053,2018-11-06,7D07,WRITE-IN,21,7
3054,2018-11-06,7E01,"Christopher ""Doc"" Hershey",199,7
3055,2018-11-06,7E01,OVER VOTES,0,7
3056,2018-11-06,7E01,UNDER VOTES,60,7
3057,2018-11-06,7E01,Veda Rasheed,478,7
3058,2018-11-06,7E01,WRITE-IN,14,7
3059,2018-11-06,7E02,Linda S. Green,663,7
3060,2018-11-06,7E02,OVER VOTES,0,7
3061,2018-11-06,7E02,UNDER VOTES,103,7
3062,2018-11-06,7E02,WRITE-IN,62,7
3063,2018-11-06,7E03,Ebbon A. Allen,340,7
3064,2018-11-06,7E03,OVER VOTES,1,7
3065,2018-11-06,7E03,UNDER VOTES,67,7
3066,2018-11-06,7E03,WRITE-IN,20,7
3067,2018-11-06,7E04,Norman T. Dais,193,7
3068,2018-11-06,7E04,OVER VOTES,2,7
3069,2018-11-06,7E04,"Takiyah ""T.N."" Tate",452,7
3070,2018-11-06,7E04,UNDER VOTES,58,7
3071,2018-11-06,7E04,WRITE-IN,20,7
3072,2018-11-06,7E05,OVER VOTES,0,7
3073,2018-11-06,7E05,UNDER VOTES,100,7
3074,2018-11-06,7E05,Victor L. Horton,355,7
3075,2018-11-06,7E05,WRITE-IN,50,7
3076,2018-11-06,7E06,Delia Houseal,445,7
3077,2018-11-06,7E06,OVER VOTES,0,7
3078,2018-11-06,7E06,UNDER VOTES,108,7
3079,2018-11-06,7E06,WRITE-IN,49,7
3080,2018-11-06,7E07,E. Enoh,47,7
3081,2018-11-06,7E07,OVER VOTES,2,7
3082,2018-11-06,7E07,UNDER VOTES,63,7
3083,2018-11-06,7E07,WRITE-IN,51,7
3084,2018-11-06,7E07,Yolanda Fields,454,7
3085,2018-11-06,7F01,OVER VOTES,0,7
3086,2018-11-06,7F01,Tyrell M. Holcomb,615,7
3087,2018-11-06,7F01,UNDER VOTES,129,7
3088,2018-11-06,7F01,WRITE-IN,27,7
3089,2018-11-06,7F02,OVER VOTES,0,7
3090,2018-11-06,7F02,Terrance Hunter,655,7
3091,2018-11-06,7F02,UNDER VOTES,181,7
3092,2018-11-06,7F02,WRITE-IN,39,7
3093,2018-11-06,7F03,OVER VOTES,0,7
3094,2018-11-06,7F03,Sheila Marie Carson Carr,360,7
3095,2018-11-06,7F03,UNDER VOTES,75,7
3096,2018-11-06,7F03,WRITE-IN,18,7
3097,2018-11-06,7F04,Charlene Exum,107,7
3098,2018-11-06,7F04,OVER VOTES,0,7
3099,2018-11-06,7F04,Racquel Codling,80,7
3100,2018-11-06,7F04,UNDER VOTES,53,7
3101,2018-11-06,7F04,WRITE-IN,19,7
3102,2018-11-06,7F05,Brittany N. Hughes,274,7
3103,2018-11-06,7F05,Karen Settles,220,7
3104,2018-11-06,7F05,OVER VOTES,0,7
3105,2018-11-06,7F05,UNDER VOTES,44,7
3106,2018-11-06,7F05,WRITE-IN,10,7
3107,2018-11-06,7F06,Carol E. Fletcher,438,7
3108,2018-11-06,7F06,OVER VOTES,0,7
3109,2018-11-06,7F06,UNDER VOTES,105,7
3110,2018-11-06,7F06,WRITE-IN,19,7
3111,2018-11-06,7F07,NO CANDIDATE FILED,0,7
3112,2018-11-06,7F07,OVER VOTES,0,7
3113,2018-11-06,7F07,UNDER VOTES,24,7
3114,2018-11-06,7F07,WRITE-IN,2,7
3115,2018-11-06,8A01,"Andrew ""Andy"" Pulsirisaroth",188,8
3116,2018-11-06,8A01,Holly Muhammad,526,8
3117,2018-11-06,8A01,OVER VOTES,0,8
3118,2018-11-06,8A01,UNDER VOTES,51,8
3119,2018-11-06,8A01,WRITE-IN,8,8
3120,2018-11-06,8A02,Barbara J. Clark,644,8
3121,2018-11-06,8A02,OVER VOTES,0,8
3122,2018-11-06,8A02,UNDER VOTES,108,8
3123,2018-11-06,8A02,WRITE-IN,39,8
3124,2018-11-06,8A03,Brian K Thompson,485,8
3125,2018-11-06,8A03,OVER VOTES,1,8
3126,2018-11-06,8A03,UNDER VOTES,125,8
3127,2018-11-06,8A03,WRITE-IN,48,8
3128,2018-11-06,8A04,OVER VOTES,0,8
3129,2018-11-06,8A04,Troy Donte Prestwood,285,8
3130,2018-11-06,8A04,UNDER VOTES,66,8
3131,2018-11-06,8A04,WRITE-IN,49,8
3132,2018-11-06,8A05,NO CANDIDATE FILED,0,8
3133,2018-11-06,8A05,OVER VOTES,0,8
3134,2018-11-06,8A05,UNDER VOTES,443,8
3135,2018-11-06,8A05,WRITE-IN,176,8
3136,2018-11-06,8A06,Greta J. Fuller,339,8
3137,2018-11-06,8A06,OVER VOTES,1,8
3138,2018-11-06,8A06,Tyon Jones,341,8
3139,2018-11-06,8A06,UNDER VOTES,51,8
3140,2018-11-06,8A06,WRITE-IN,33,8
3141,2018-11-06,8A07,Hanna Baker,529,8
3142,2018-11-06,8A07,OVER VOTES,0,8
3143,2018-11-06,8A07,UNDER VOTES,100,8
3144,2018-11-06,8A07,WRITE-IN,74,8
3145,2018-11-06,8B01,Joshua Clark,177,8
3146,2018-11-06,8B01,Leonard Lee Watson JR.,375,8
3147,2018-11-06,8B01,OVER VOTES,0,8
3148,2018-11-06,8B01,UNDER VOTES,62,8
3149,2018-11-06,8B01,WRITE-IN,10,8
3150,2018-11-06,8B02,OVER VOTES,0,8
3151,2018-11-06,8B02,Paul Trantham,286,8
3152,2018-11-06,8B02,UNDER VOTES,98,8
3153,2018-11-06,8B02,WRITE-IN,33,8
3154,2018-11-06,8B03,Charles H. Wilson,312,8
3155,2018-11-06,8B03,Gerald Thomas Anekwe,136,8
3156,2018-11-06,8B03,OVER VOTES,0,8
3157,2018-11-06,8B03,UNDER VOTES,75,8
3158,2018-11-06,8B03,WRITE-IN,48,8
3159,2018-11-06,8B04,Darrell Danny Gaston,235,8
3160,2018-11-06,8B04,OVER VOTES,1,8
3161,2018-11-06,8B04,UNDER VOTES,70,8
3162,2018-11-06,8B04,WRITE-IN,129,8
3163,2018-11-06,8B05,Betty Scippio,251,8
3164,2018-11-06,8B05,OVER VOTES,0,8
3165,2018-11-06,8B05,UNDER VOTES,57,8
3166,2018-11-06,8B05,WRITE-IN,70,8
3167,2018-11-06,8B06,Humam Abdulmalik,340,8
3168,2018-11-06,8B06,OVER VOTES,0,8
3169,2018-11-06,8B06,UNDER VOTES,107,8
3170,2018-11-06,8B06,WRITE-IN,33,8
3171,2018-11-06,8B07,NO CANDIDATE FILED,0,8
3172,2018-11-06,8B07,OVER VOTES,0,8
3173,2018-11-06,8B07,UNDER VOTES,322,8
3174,2018-11-06,8B07,WRITE-IN,96,8
3175,2018-11-06,8C01,Mike Austin,532,8
3176,2018-11-06,8C01,OVER VOTES,0,8
3177,2018-11-06,8C01,UNDER VOTES,117,8
3178,2018-11-06,8C01,WRITE-IN,63,8
3179,2018-11-06,8C02,(Terry) Teresa Stith,117,8
3180,2018-11-06,8C02,Chyla D. Evans,163,8
3181,2018-11-06,8C02,OVER VOTES,0,8
3182,2018-11-06,8C02,UNDER VOTES,33,8
3183,2018-11-06,8C02,WRITE-IN,29,8
3184,2018-11-06,8C03,NO CANDIDATE FILED,0,8
3185,2018-11-06,8C03,OVER VOTES,0,8
3186,2018-11-06,8C03,UNDER VOTES,383,8
3187,2018-11-06,8C03,WRITE-IN,155,8
3188,2018-11-06,8C04,David Jones,256,8
3189,2018-11-06,8C04,OVER VOTES,0,8
3190,2018-11-06,8C04,Regina Sharlita Pixley,302,8
3191,2018-11-06,8C04,UNDER VOTES,43,8
3192,2018-11-06,8C04,WRITE-IN,14,8
3193,2018-11-06,8C05,Mustafa Abdul-Salaam,196,8
3194,2018-11-06,8C05,OVER VOTES,0,8
3195,2018-11-06,8C05,UNDER VOTES,65,8
3196,2018-11-06,8C05,WRITE-IN,21,8
3197,2018-11-06,8C06,OVER VOTES,0,8
3198,2018-11-06,8C06,Rhonda Edwards-Hines,242,8
3199,2018-11-06,8C06,UNDER VOTES,61,8
3200,2018-11-06,8C06,WRITE-IN,44,8
3201,2018-11-06,8C07,Mary J. Cuthbert,197,8
3202,2018-11-06,8C07,OVER VOTES,0,8
3203,2018-11-06,8C07,Salim Adofo,283,8
3204,2018-11-06,8C07,UNDER VOTES,44,8
3205,2018-11-06,8C07,WRITE-IN,70,8
3206,2018-11-06,8D01,OVER VOTES,0,8
3207,2018-11-06,8D01,"Patricia ""Pat"" Carmon",391,8
3208,2018-11-06,8D01,UNDER VOTES,79,8
3209,2018-11-06,8D01,WRITE-IN,26,8
3210,2018-11-06,8D02,OVER VOTES,0,8
3211,2018-11-06,8D02,Olivia L. Henderson,352,8
3212,2018-11-06,8D02,UNDER VOTES,62,8
3213,2018-11-06,8D02,WRITE-IN,11,8
3214,2018-11-06,8D03,"Absalom ""AB"" Jordan",256,8
3215,2018-11-06,8D03,OVER VOTES,0,8
3216,2018-11-06,8D03,UNDER VOTES,84,8
3217,2018-11-06,8D03,WRITE-IN,16,8
3218,2018-11-06,8D04,Monique T. Diop,240,8
3219,2018-11-06,8D04,OVER VOTES,1,8
3220,2018-11-06,8D04,UNDER VOTES,41,8
3221,2018-11-06,8D04,WRITE-IN,13,8
3222,2018-11-06,8D05,Ellen Armstead,319,8
3223,2018-11-06,8D05,OVER VOTES,1,8
3224,2018-11-06,8D05,UNDER VOTES,96,8
3225,2018-11-06,8D05,WRITE-IN,18,8
3226,2018-11-06,8D06,LaVerne R. Glenn,522,8
3227,2018-11-06,8D06,OVER VOTES,0,8
3228,2018-11-06,8D06,UNDER VOTES,121,8
3229,2018-11-06,8D06,WRITE-IN,30,8
3230,2018-11-06,8D07,"Constance ""Connie"" Mobley",288,8
3231,2018-11-06,8D07,OVER VOTES,0,8
3232,2018-11-06,8D07,Sean E. Neal,89,8
3233,2018-11-06,8D07,UNDER VOTES,35,8
3234,2018-11-06,8D07,WRITE-IN,18,8
3235,2018-11-06,8E01,"Adeoye ""Oye"" Owolewa",216,8
3236,2018-11-06,8E01,Joseph B. Johnson,217,8
3237,2018-11-06,8E01,OVER VOTES,0,8
3238,2018-11-06,8E01,Rufaro Jenkins,89,8
3239,2018-11-06,8E01,UNDER VOTES,29,8
3240,2018-11-06,8E01,WRITE-IN,34,8
3241,2018-11-06,8E02,Amanda Beale,128,8
3242,2018-11-06,8E02,Anthony Muhammad,155,8
3243,2018-11-06,8E02,Cheryl Moore,229,8
3244,2018-11-06,8E02,OVER VOTES,1,8
3245,2018-11-06,8E02,UNDER VOTES,31,8
3246,2018-11-06,8E02,WRITE-IN,11,8
3247,2018-11-06,8E03,Monica Watts,281,8
3248,2018-11-06,8E03,OVER VOTES,0,8
3249,2018-11-06,8E03,UNDER VOTES,57,8
3250,2018-11-06,8E03,WRITE-IN,26,8
3251,2018-11-06,8E04,Andre Towner,283,8
3252,2018-11-06,8E04,Kendall Simmons,326,8
3253,2018-11-06,8E04,OVER VOTES,0,8
3254,2018-11-06,8E04,UNDER VOTES,44,8
3255,2018-11-06,8E04,WRITE-IN,26,8
3256,2018-11-06,8E05,Christopher L. Hawthorne,525,8
3257,2018-11-06,8E05,OVER VOTES,0,8
3258,2018-11-06,8E05,UNDER VOTES,126,8
3259,2018-11-06,8E05,WRITE-IN,41,8
3260,2018-11-06,8E06,Karlene (K.) Armstead,378,8
3261,2018-11-06,8E06,OVER VOTES,0,8
3262,2018-11-06,8E06,UNDER VOTES,99,8
3263,2018-11-06,8E06,WRITE-IN,17,8
3264,2018-11-06,8E07,OVER VOTES,0,8
3265,2018-11-06,8E07,Stephen A Slaughter,455,8
3266,2018-11-06,8E07,UNDER VOTES,102,8
3267,2018-11-06,8E07,WRITE-IN,40,8
